Name,Sx,Sy,Sz,Ex,Ey,Ez,Trend,Plunge,Length,fam,REGION
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.5 on 83->082,629555.756,5056899.777,25.73500061,629556.034,5056899.812,23.29700089,82.81771088,83.44342041,2.454050303,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.7 on 08->316,629555.172,5056900.292,26.8579998,629553.373,5056902.204,26.44499969,316.7437439,8.940262794,2.65757513,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.3.0 on 87->149,629553.144,5056901.978,24.85300064,629553.219,5056901.849,21.82699966,149.8278961,87.1763382,3.029679298,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.3.5 on 83->343,629551.516,5056902.963,26.89100075,629551.401,5056903.359,23.39800072,343.8076477,83.2673111,3.517255306,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.7 on 59->303,629546.594,5056908.449,29.20599937,629545.857,5056908.932,27.7159996,303.2409668,59.39992905,1.731065512,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.2 on 78->077,629544.933,5056908.863,25.9810009,629545.355,5056908.959,23.7840004,77.18283844,78.8561554,2.239220858,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.4 on 80->029,629546.312,5056908.51,23.58399963,629546.499,5056908.847,21.17000008,29.0290451,80.92938995,2.444569349,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.2 on 86->344,629544.135,5056910.342,23.03000069,629544.096,5056910.481,20.86599922,344.3306885,86.18228912,2.168814182,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.0 on 84->087,629543.32,5056910.835,23.59600067,629543.512,5056910.845,21.60099983,87.03405762,84.49494934,2.004244804,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.4 on -5->316,629542.376,5056910.846,27.92700005,629540.735,5056912.556,28.13999939,316.1801147,-5.135570049,2.379579067,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.8 on 78->303,629539.536,5056912.599,27.12800026,629539.243,5056912.794,25.33300018,303.643219,78.90549469,1.829185486,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.3.6 on 70->020,629536.309,5056914.202,33.88499832,629536.736,5056915.319,30.45700073,20.92160797,70.76980591,3.630573034,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.3.0 on 70->100,629528.738,5056920.85,26.24900055,629529.717,5056920.677,23.3920002,100.0197983,70.81333923,3.025032043,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.6 on 75->038,629528.065,5056921.657,25.07500076,629528.464,5056922.159,22.53199959,38.47669601,75.84707642,2.622606277,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.8 on 83->071,629525.002,5056924.765,23.55599976,629525.184,5056924.826,21.75300026,71.47863007,83.92313385,1.813188195,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.4 on 79->045,629523.389,5056925.525,23.39900017,629523.698,5056925.829,21.02199936,45.47351074,79.66546631,2.416198492,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.8 on 55->043,629520.756,5056927.36,23.12100029,629521.834,5056928.499,20.84900093,43.4230423,55.38408661,2.76070261,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.9 on 50->097,629527.367,5056922.888,31.90399933,629528.559,5056922.73,30.43099976,97.55140686,50.77441025,1.901473522,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.7 on 77->039,629517.131,5056931.784,32.8390007,629517.509,5056932.245,30.19599915,39.3496666,77.28916168,2.709401131,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.7 on 76->061,629516.993,5056932.344,29.58799934,629517.339,5056932.532,27.90099907,61.48451614,76.86130524,1.732348442,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.3 on 63->094,629514.084,5056935.398,27.84399986,629515.077,5056935.316,25.82099915,94.72225189,63.77755356,2.255081654,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.0 on 78->089,629516.749,5056932.811,24.4810009,629517.16,5056932.814,22.51399994,89.57452393,78.19907379,2.009473085,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.0 on 79->106,629515.892,5056933.339,24.31299973,629516.23,5056933.238,22.36300087,106.6413193,79.74693298,1.981643438,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.1 on 74->100,629511.114,5056938.012,23.8939991,629511.673,5056937.906,21.89100075,100.7391586,74.14270782,2.082237482,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.8 on 75->086,629511.617,5056937.543,23.6989994,629512.077,5056937.571,21.91300011,86.52259064,75.53068542,1.844503999,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.3.5 on -22->309,629511.884,5056937.349,30.24200058,629509.378,5056939.393,31.58200073,309.2020874,-22.50723267,3.500522614,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.7 on -15->280,629508.009,5056940.207,34.90200043,629506.411,5056940.517,35.35699844,280.9806519,-15.61663342,1.690188646,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.3 on -71->001,629507.286,5056945.013,30.25900078,629507.311,5056945.734,32.43799973,1.98537457,-71.68088531,2.295324326,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.8 on -36->270,629508.647,5056940.616,25.77700043,629507.184,5056940.625,26.85400009,270.3513794,-36.35820007,1.816704392,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.8 on -84->253,629505.944,5056946.736,22.16600037,629505.662,5056946.653,24.98900032,253.5987091,-84.05488586,2.838265419,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.3.1 on -81->043,629504.945,5056947.112,25.75699997,629505.252,5056947.437,28.78899956,43.36816025,-81.61184692,3.064785004,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.2 on -83->282,629503.923,5056949.042,23.13999939,629503.676,5056949.097,25.32299995,282.5513,-83.38769531,2.197618961,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.1 on -61->298,629506.077,5056947.101,30.7310009,629505.192,5056947.591,32.58200073,298.971344,-61.34274292,2.109391689,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.9 on -63->311,629504.149,5056948.62,30.39699936,629503.504,5056949.198,32.10699844,311.8648987,-63.1386528,1.916818976,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.0 on -70->329,629503.428,5056949.641,28.72100067,629503.078,5056950.237,30.63699913,329.5763855,-70.16352081,2.036855459,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.3.7 on -83->282,629501.907,5056951.963,26.39900017,629501.49,5056952.056,30.02700043,282.5740967,-83.28320313,3.653073549,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.0 on -69->288,629498.988,5056954.848,23.74699974,629498.334,5056955.073,25.63899994,288.9833984,-69.92050171,2.014443874,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.3 on -80->229,629495.279,5056957.743,23.77300072,629495.004,5056957.508,26.02400017,229.485733,-80.87106323,2.279876709,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.5 on -60->281,629495.859,5056957.385,29.3939991,629494.658,5056957.634,31.52400017,281.7111206,-60.06469727,2.457912445,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.7 on -73->285,629494.315,5056958.439,30.34499931,629493.577,5056958.642,32.93000031,285.3799438,-73.50600433,2.695940256,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.4 on -58->160,629492.496,5056960.9,30.00099945,629492.911,5056959.73,32.05099869,160.4706573,-58.8012085,2.396608353,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.9 on -76->196,629491.938,5056968.451,32.19400024,629491.81,5056968.007,34.0719986,196.0815735,-76.17784882,1.934003234,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.7 on -75->249,629492.25,5056967.063,23.78100014,629491.856,5056966.914,25.40299988,249.2870331,-75.44167328,1.675806046,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.5 on -82->215,629490.835,5056971.794,23.6420002,629490.648,5056971.535,26.1420002,215.823349,-82.71778107,2.520329475,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.4 on 79->094,629489.325,5056973.4,33.03900146,629489.743,5056973.369,30.70299911,94.24224854,79.82769012,2.373308182,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.6 on 78->054,629484.426,5056978.483,33.43999863,629484.872,5056978.805,30.84799957,54.17079544,78.01758575,2.649733067,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.7 on 50->075,629485.151,5056976.574,35.00799942,629486.174,5056976.842,33.7120018,75.31971741,50.78557587,1.672718406,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.0 on 71->280,629476.161,5056986.091,27.25499916,629475.522,5056986.213,25.32500076,280.8096924,71.37240601,2.036691189,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.0 on 87->159,629474.122,5056988.236,27.41799927,629474.152,5056988.154,25.40999985,159.9125671,87.50930786,2.009898186,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.7 on 86->046,629473.22,5056989.122,27.05200005,629473.287,5056989.185,25.35400009,46.76176834,86.90037537,1.700487733,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.2 on 85->342,629472.427,5056989.973,27.625,629472.379,5056990.13,25.46800041,342.9967346,85.64790344,2.163237095,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.7 on 80->174,629471.701,5056991.667,28.12199974,629471.726,5056991.404,26.4640007,174.5646973,80.94650269,1.678915262,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.7 on -86->131,629470.301,5056993.288,25.64599991,629470.38,5056993.218,27.32699966,131.5427551,-86.40666199,1.684311032,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.0 on 83->042,629472.948,5056988.626,32.0359993,629473.089,5056988.78,30.05200005,42.46518707,83.9912796,1.994959593,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.2 on 87->181,629468.012,5056997.91,27.81800079,629468.009,5056997.814,25.62999916,181.7853699,87.48787689,2.190106392,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.3.4 on 81->083,629466.285,5057001.434,28.97400093,629466.771,5057001.487,25.61599922,83.77869415,81.71684265,3.393401146,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.5 on 71->117,629465.18,5057003.125,30.10899925,629465.894,5057002.759,27.68899918,117.141037,71.65661621,2.549549103,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.9 on -50->297,629467.362,5057001.181,30.53300095,629466.303,5057001.74,31.99699974,297.8261414,-50.71910095,1.891345978,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.0 on 86->134,629464.793,5057003.886,32.27899933,629464.877,5057003.803,30.29500008,134.6545258,86.59327698,1.987511516,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.3 on 78->092,629466.94,5057001.037,25.15399933,629467.407,5057001.013,22.85899925,92.94026947,78.48314667,2.342157125,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.4 on 82->058,629465.194,5057004.225,27.65800095,629465.458,5057004.389,25.30999947,58.15145874,82.4597168,2.368482113,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.0 on 62->116,629462.332,5057006.989,27.26600075,629463.172,5057006.566,25.48200035,116.7304993,62.20227432,2.016732454,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.1.7 on 67->133,629463.643,5057005.484,30.3010006,629464.106,5057005.039,28.73699951,133.8659058,67.67718506,1.690705061,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J3.2.6 on -55->280,629462.976,5057006.197,28.29100037,629461.542,5057006.45,30.39500046,280.005188,-55.31311035,2.558756828,fam3,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.3.8 on 04->313,629558.59,5056896.358,30.03899956,629555.824,5056898.999,29.75099945,313.6756897,4.306525707,3.835250378,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.4.4 on 12->319,629554.762,5056899.894,29.4489994,629551.995,5056903.15,28.52400017,319.6416626,12.21475506,4.371942997,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.5.0 on 04->333,629554.194,5056898.509,32.04399872,629551.982,5056902.998,31.62000084,333.7680969,4.842823505,5.022335529,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.6.6 on 09->137,629549.319,5056905.895,31.40500069,629553.773,5056901.099,30.3220005,137.1172943,9.395236969,6.634243011,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.3.2 on -14->314,629551.548,5056903.277,29.03499985,629549.361,5056905.423,29.83499908,314.4584656,-14.63307285,3.1667099,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.5.5 on -18->311,629550.71,5056904.639,28.68199921,629546.817,5056908.065,30.41799927,311.3492737,-18.50829506,5.468714237,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.2.8 on 00->308,629542.357,5056911.014,28.02199936,629540.206,5056912.73,27.98699951,308.5817871,0.728467941,2.751853466,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.3.7 on 03->311,629541.425,5056912.231,30.66300011,629538.616,5056914.684,30.42200089,311.1300049,3.697558403,3.737052441,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.2.7 on -7->305,629537.544,5056915.76,28.90099907,629535.327,5056917.333,29.27400017,305.3565674,-7.813162804,2.743802547,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.5.3 on -7->304,629533.433,5056918.912,32.82099915,629529.153,5056921.892,33.48600006,304.8485718,-7.26663208,5.257471085,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.2.2 on -3->309,629531.101,5056920.255,33.76900101,629529.423,5056921.644,33.91899872,309.6158447,-3.939201117,2.183477402,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.2.0 on -20->303,629529.116,5056922.03,32.76399994,629527.547,5056923.067,33.47600174,303.4610901,-20.73537636,2.011006355,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.7.1 on -6->305,629524.127,5056925.538,32.45500183,629518.378,5056929.608,33.23500061,305.2960815,-6.31891346,7.086898804,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.3.3 on -8->309,629521.593,5056927.831,31.73900032,629519.075,5056929.879,32.24200058,309.1233826,-8.809192657,3.284479618,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.3.7 on 02->298,629515.737,5056932.451,34.64199829,629512.532,5056934.205,34.45899963,298.6908264,2.867442369,3.658174276,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.4.3 on 00->316,629521.542,5056927.83,24.79100037,629518.568,5056930.94,24.73900032,316.280426,0.69238615,4.303415298,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.3.0 on -14->307,629511.884,5056937.36,30.34399986,629509.538,5056939.134,31.08200073,307.0955811,-14.08564186,3.032396555,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.4.5 on -7->324,629506.787,5056945.201,24.75900078,629504.178,5056948.881,25.33699989,324.6647644,-7.301567078,4.547878265,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.4.1 on 31->356,629506.978,5056940.852,26.25699997,629506.782,5056944.359,24.11499977,356.8014526,31.37582588,4.11409235,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.4.6 on -5->345,629507.175,5056942.481,28.93600082,629506.019,5056946.873,29.35000038,345.2540588,-5.208646774,4.560379028,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.3.1 on -13->296,629506.209,5056946.888,32.70899963,629503.532,5056948.219,33.4469986,296.4363708,-13.8663826,3.079370975,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.3.1 on 06->335,629502.942,5056948.757,34.09700012,629501.682,5056951.565,33.74700165,335.8335876,6.487789631,3.097550154,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.2.6 on -7->331,629502.566,5056949.218,35.15200043,629501.309,5056951.493,35.47900009,331.0773926,-7.170748234,2.61963439,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.5.6 on -22->344,629491.548,5056966.859,27.24900055,629490.205,5056971.862,29.37899971,344.9736023,-22.3518486,5.60093832,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.3.5 on 09->325,629485.967,5056976.702,31.93099976,629483.997,5056979.532,31.32799911,325.1572876,9.919445992,3.50045228,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.2.1 on -9->303,629479.237,5056983.907,26.58499908,629477.552,5056985.043,26.92000008,303.9883728,-9.360844612,2.059622765,fam4,VARENNE
Varennedips - Copy.bin (C:/Users/AV16310/Downloads/varenne).measurements.J4.2.1 on 00->305,629473.904,5056988.345,33.19200134,629472.21,5056989.555,33.17100143,305.5381775,0.578107297,2.081881523,fam4,VARENNE
